Day,Rain (inches),Estimated,Snow,Warning
01/01/2015,0.00,,,
01/02/2015,0.01,,,
01/03/2015,0.01,,,
01/04/2015,1.70,,,
01/05/2015,0.84,,,
01/06/2015,0.00,,,
01/07/2015,0.00,,,
01/08/2015,0.00,,,
01/09/2015,0.00,,,
01/10/2015,0.04,,,
01/11/2015,0.05,,,
01/12/2015,0.01,,,
01/13/2015,0.00,,,
01/14/2015,0.00,,,
01/15/2015,0.30,,,
01/16/2015,0.01,,,
01/17/2015,1.22,,,
01/18/2015,0.40,,,
01/19/2015,0.06,,,
01/20/2015,0.00,,,
01/21/2015,0.01,,,
01/22/2015,0.04,,,
01/23/2015,0.23,,,
01/24/2015,0.07,,,
01/25/2015,0.00,,,
01/26/2015,0.01,,,
01/27/2015,0.01,,,
01/28/2015,0.00,,,
01/29/2015,0.01,,,
01/30/2015,0.00,,,
01/31/2015,0.00,,,
02/01/2015,0.07,,,
02/02/2015,0.23,,,
02/03/2015,0.02,,,
02/04/2015,0.40,,,
02/05/2015,0.76,,,
02/06/2015,0.79,,,
02/07/2015,1.30,,,
02/08/2015,0.20,,,
02/09/2015,0.20,,,
02/10/2015,0.05,,,
02/11/2015,0.00,,,
02/12/2015,0.00,,,
02/13/2015,0.00,,,
02/14/2015,0.00,,,
02/15/2015,0.00,,,
02/16/2015,0.00,,,
02/17/2015,0.00,,,
02/18/2015,0.00,,,
02/19/2015,0.10,,,
02/20/2015,0.02,,,
02/21/2015,0.00,,,
02/22/2015,0.01,,,
02/23/2015,0.00,,,
02/24/2015,0.00,,,
02/25/2015,0.03,,,
02/26/2015,0.12,,,
02/27/2015,0.96,,,
02/28/2015,0.00,,,
03/01/2015,0.03,,,
03/02/2015,0.06,,,
03/03/2015,0.00,,,
03/04/2015,0.00,,,
03/05/2015,0.00,,,
03/06/2015,0.00,,,
03/07/2015,0.00,,,
03/08/2015,0.00,,,
03/09/2015,0.00,,,
03/10/2015,0.00,,,
03/11/2015,0.10,,,
03/12/2015,0.00,,,
03/13/2015,0.16,,,
03/14/2015,1.05,,,
03/15/2015,2.12,,,
03/16/2015,0.04,,,
03/17/2015,0.01,,,
03/18/2015,0.00,,,
03/19/2015,0.00,,,
03/20/2015,0.09,,,
03/21/2015,0.27,,,
03/22/2015,0.06,,,
03/23/2015,0.49,,,
03/24/2015,0.22,,,
03/25/2015,0.28,,,
03/26/2015,0.00,,,
03/27/2015,0.16,,,
03/28/2015,0.01,,,
03/29/2015,0.00,,,
03/30/2015,0.05,,,
03/31/2015,0.18,,,
04/01/2015,0.35,,,
04/02/2015,0.00,,,
04/03/2015,0.14,,,
04/04/2015,0.00,,,
04/05/2015,0.00,,,
04/06/2015,0.00,,,
04/07/2015,0.09,,,
04/08/2015,0.09,,,
04/09/2015,0.00,,,
04/10/2015,0.60,,,
04/11/2015,0.17,,,
04/12/2015,0.00,,,
04/13/2015,0.15,,,
04/14/2015,0.02,,,
04/15/2015,0.00,,,
04/16/2015,0.00,,,
04/17/2015,0.00,,,
04/18/2015,0.00,,,
04/19/2015,0.00,,,
04/20/2015,0.00,,,
04/21/2015,0.00,,,
04/22/2015,0.00,,,
04/23/2015,0.09,,,
04/24/2015,0.51,,,
04/25/2015,0.11,,,
04/26/2015,0.00,,,
04/27/2015,0.00,,,
04/28/2015,0.02,,,
04/29/2015,0.04,,,
04/30/2015,0.00,,,
05/01/2015,0.00,,,
05/02/2015,0.00,,,
05/03/2015,0.00,,,
05/04/2015,0.00,,,
05/05/2015,0.19,,,
05/06/2015,0.00,,,
05/07/2015,0.00,,,
05/08/2015,0.00,,,
05/09/2015,0.00,,,
05/10/2015,0.00,,,
05/11/2015,0.01,,,
05/12/2015,0.34,,,
05/13/2015,0.12,,,
05/14/2015,0.00,,,
05/15/2015,0.00,,,
05/16/2015,0.00,,,
05/17/2015,0.00,,,
05/18/2015,0.00,,,
05/19/2015,0.00,,,
05/20/2015,0.00,,,
05/21/2015,0.00,,,
05/22/2015,0.01,,,
05/23/2015,0.00,,,
05/24/2015,0.00,,,
05/25/2015,0.00,,,
05/26/2015,0.00,,,
05/27/2015,0.00,,,
05/28/2015,0.00,,,
05/29/2015,0.00,,,
05/30/2015,0.00,,,
05/31/2015,0.00,,,
06/01/2015,0.03,,,
06/02/2015,0.06,,,
06/03/2015,0.00,,,
06/04/2015,0.00,,,
06/05/2015,0.00,,,
06/06/2015,0.00,,,
06/07/2015,0.00,,,
06/08/2015,0.00,,,
06/09/2015,0.00,,,
06/10/2015,0.00,,,
06/11/2015,0.00,,,
06/12/2015,0.00,,,
06/13/2015,0.00,,,
06/14/2015,0.00,,,
06/15/2015,0.00,,,
06/16/2015,0.00,,,
06/17/2015,0.00,,,
06/18/2015,0.00,,,
06/19/2015,0.00,,,
06/20/2015,0.00,,,
06/21/2015,0.00,,,
06/22/2015,0.00,,,
06/23/2015,0.00,,,
06/24/2015,0.00,,,
06/25/2015,0.00,,,
06/26/2015,0.00,,,
06/27/2015,0.00,,,
06/28/2015,0.00,,,
06/29/2015,0.00,,,
06/30/2015,0.00,,,
07/01/2015,0.00,,,
07/02/2015,0.00,,,
07/03/2015,0.00,,,
07/04/2015,0.00,,,
07/05/2015,0.00,,,
07/06/2015,0.00,,,
07/07/2015,0.00,,,
07/08/2015,0.00,,,
07/09/2015,0.00,,,
07/10/2015,0.00,,,
07/11/2015,0.00,,,
07/12/2015,0.00,,,
07/13/2015,0.00,,,
07/14/2015,0.00,,,
07/15/2015,0.00,,,
07/16/2015,0.00,,,
07/17/2015,0.00,,,
07/18/2015,0.00,,,
07/19/2015,0.00,,,
07/20/2015,0.00,,,
07/21/2015,0.00,,,
07/22/2015,0.00,,,
07/23/2015,0.00,,,
07/24/2015,0.00,,,
07/25/2015,0.00,,,
07/26/2015,0.01,,,
07/27/2015,0.00,,,
07/28/2015,0.00,,,
07/29/2015,0.00,,,
07/30/2015,0.00,,,
07/31/2015,0.00,,,
08/01/2015,0.00,,,
08/02/2015,0.00,,,
08/03/2015,0.00,,,
08/04/2015,0.00,,,
08/05/2015,0.00,,,
08/06/2015,0.00,,,
08/07/2015,0.00,,,
08/08/2015,0.00,,,
08/09/2015,0.00,,,
08/10/2015,0.02,,,
08/11/2015,0.00,,,
08/12/2015,0.00,,,
08/13/2015,0.00,,,
08/14/2015,0.58,,,
08/15/2015,0.00,,,
08/16/2015,0.00,,,
08/17/2015,0.00,,,
08/18/2015,0.00,,,
08/19/2015,0.00,,,
08/20/2015,0.00,,,
08/21/2015,0.00,,,
08/22/2015,0.00,,,
08/23/2015,0.00,,,
08/24/2015,0.00,,,
08/25/2015,0.00,,,
08/26/2015,0.00,,,
08/27/2015,0.00,,,
08/28/2015,0.09,,,
08/29/2015,1.31,,,
08/30/2015,0.55,,,
08/31/2015,0.04,,,
09/01/2015,0.23,,,
09/02/2015,0.00,,,
09/03/2015,0.12,,,
09/04/2015,0.00,,,
09/05/2015,0.00,,,
09/06/2015,0.04,,,
09/07/2015,0.00,,,
09/08/2015,0.00,,,
09/09/2015,0.00,,,
09/10/2015,0.00,,,
09/11/2015,0.00,,,
09/12/2015,0.00,,,
09/13/2015,0.00,,,
09/14/2015,0.00,,,
09/15/2015,0.00,,,
09/16/2015,0.10,,,
09/17/2015,0.11,,,
09/18/2015,0.00,,,
09/19/2015,0.02,,,
09/20/2015,0.02,,,
09/21/2015,0.00,,,
09/22/2015,0.00,,,
09/23/2015,0.00,,,
09/24/2015,0.00,,,
09/25/2015,0.35,,,
09/26/2015,0.01,,,
09/27/2015,0.00,,,
09/28/2015,0.00,,,
09/29/2015,0.00,,,
09/30/2015,0.00,,,
